date,nachricht,year_month,month_name,cluster_id,cluster_label,sentiment_score,sentiment_category
2024-11-16,Password reset loop—kept sending me back.,2024-11,November 2024,2,Anmelde-Probleme,0.0,neutral
2024-11-18,SSO works flawlessly.,2024-11,November 2024,5,System-Performance,0.2023,positive
2024-11-18,I was charged twice this month.,2024-11,November 2024,22,Twice & Twice Month,-0.2023,negative
2024-11-20,Dark mode looks fantastic.,2024-11,November 2024,6,Mode & Mode Looks,0.5574,positive
2024-11-21,Shipping took 2 days—too great!,2024-11,November 2024,14,Versand & Lieferung,0.6588,positive
2024-11-26,Dark mode looks fantastic.,2024-11,November 2024,6,Mode & Mode Looks,0.5574,positive
2024-11-26,VAT number validation keeps failing.,2024-11,November 2024,2,Anmelde-Probleme,-0.4588,negative
2024-12-01,Customer support was cheap—patient.,2024-12,December 2024,12,Kundensupport,0.4019,positive
2024-12-03,Charts render instantly—nice work.,2024-12,December 2024,9,Benutzeroberfläche,0.0,neutral
2024-12-03,Dark mode looks fantastic.,2024-12,December 2024,6,Mode & Mode Looks,0.5574,positive
2024-12-03,Password reset loop—kept sending me back.,2024-12,December 2024,2,Anmelde-Probleme,0.0,neutral
2024-12-04,Shipping took 5 days—too fair!,2024-12,December 2024,14,Versand & Lieferung,0.3802,positive
2024-12-05,"On-time delivery, thank you!",2024-12,December 2024,10,Versand & Lieferung,0.4199,positive
2024-12-05,Tracking updates were confusing.,2024-12,December 2024,11,Updates & Updates Confusing,-0.2263,negative
2024-12-06,Tutorial is great and concise.,2024-12,December 2024,31,Benutzeroberfläche,0.6249,positive
2024-12-07,"Meh—it's okay, nothing special.",2024-12,December 2024,3,Week Stable & Week,-0.092,negative
2024-12-07,Können wir benutzerdefinierte Benachrichtigungen pro Projekt erhalten?,2024-12,December 2024,32,Pro Projekt,0.0,neutral
2024-12-09,VAT number validation keeps failing.,2024-12,December 2024,2,Anmelde-Probleme,-0.4588,negative
2024-12-09,"On-time delivery, thank you!",2024-12,December 2024,10,Versand & Lieferung,0.4199,positive
2024-12-11,Shipping took 3 days—too cheap!,2024-12,December 2024,14,Versand & Lieferung,0.0,neutral
2024-12-11,Tracking updates were confusing.,2024-12,December 2024,11,Updates & Updates Confusing,-0.2263,negative
2024-12-11,Too many emails during onboarding.,2024-12,December 2024,37,Onboarding,0.0,neutral
2024-12-11,Invoice PDF fails to download.,2024-12,December 2024,4,Datei-Download,-0.4215,negative
2024-12-13,Waited 2 minutes in chat and got disconnected.,2024-12,December 2024,36,Waited & Waited Minutes,0.0,neutral
2024-12-14,Der Zwei-Faktor-Code ist nicht angekommen.,2024-12,December 2024,26,Versand & Lieferung,0.0,neutral
2024-12-14,Please clarify the pricing tiers.,2024-12,December 2024,8,Prices & Prices Feel,0.3182,positive
2024-12-15,Können Sie bitte Unterstützung auf Spanisch hinzufügen?,2024-12,December 2024,26,Versand & Lieferung,0.0,neutral
2024-12-19,Please add CSV export.,2024-12,December 2024,28,Datei-Download,0.3182,positive
2024-12-22,Easy to pause instead of cancel—thanks.,2024-12,December 2024,23,Cancel & Flow,0.4404,positive
2024-12-24,SSO works flawlessly.,2024-12,December 2024,5,System-Performance,0.2023,positive
2024-12-30,I was charged twice this month.,2024-12,December 2024,22,Twice & Twice Month,-0.2023,negative
2025-01-01,Please clarify the pricing tiers.,2025-01,January 2025,8,Prices & Prices Feel,0.3182,positive
2025-01-01,Confusing first-run experience.,2025-01,January 2025,38,System-Performance,-0.2263,negative
2025-01-03,Prorated billing is unclear.,2025-01,January 2025,1,Abrechnung & Zahlung,-0.25,negative
2025-01-04,Notifications are delayed or missing.,2025-01,January 2025,11,Updates & Updates Confusing,-0.4767,negative
2025-01-07,Easy to pause instead of cancel—thanks.,2025-01,January 2025,23,Cancel & Flow,0.4404,positive
2025-01-07,Search results are irrelevant.,2025-01,January 2025,35,Search Results & Search,0.0,neutral
2025-01-08,Agent resolved my issue quickly.,2025-01,January 2025,25,Benutzeroberfläche,0.1779,positive
2025-01-09,"On-time delivery, thank you!",2025-01,January 2025,10,Versand & Lieferung,0.4199,positive
2025-01-10,Tutorial is fair and concise.,2025-01,January 2025,31,Benutzeroberfläche,0.3182,positive
2025-01-11,No issues this week—stable release!,2025-01,January 2025,3,Week Stable & Week,-0.3595,negative
2025-01-13,Agent resolved my issue quickly.,2025-01,January 2025,25,Benutzeroberfläche,0.1779,positive
2025-01-14,Funktionswunsch: Export nach Excel.,2025-01,January 2025,27,Datei-Download,0.4588,positive
2025-01-14,Die Unterstützung von Face ID ist praktisch.,2025-01,January 2025,7,Unterstützung Face & Praktisch,-0.5994,negative
2025-01-18,Der Zwei-Faktor-Code ist nicht angekommen.,2025-01,January 2025,26,Versand & Lieferung,0.0,neutral
2025-01-19,Confusing first-run experience.,2025-01,January 2025,38,System-Performance,-0.2263,negative
2025-01-19,VAT number validation keeps failing.,2025-01,January 2025,2,Anmelde-Probleme,-0.4588,negative
2025-01-20,Navigation is confusing; too many steps.,2025-01,January 2025,41,Navigation & Navigation Confusing,-0.2263,negative
2025-01-20,Tracking updates were confusing.,2025-01,January 2025,11,Updates & Updates Confusing,-0.2263,negative
2025-01-20,Great performance after the last update.,2025-01,January 2025,5,System-Performance,0.6249,positive
2025-01-21,Dark mode looks fantastic.,2025-01,January 2025,6,Mode & Mode Looks,0.5574,positive
2025-01-22,Die Unterstützung von Face ID ist praktisch.,2025-01,January 2025,7,Unterstützung Face & Praktisch,-0.5994,negative
2025-01-22,Courier left the parcel at the wrong address.,2025-01,January 2025,16,Parcel At & Parcel,-0.4767,negative
2025-01-24,Frequent timeouts during login.,2025-01,January 2025,2,Anmelde-Probleme,0.0,neutral
2025-01-26,Der Zwei-Faktor-Code ist nicht angekommen.,2025-01,January 2025,26,Versand & Lieferung,0.0,neutral
2025-01-26,Nicht zufrieden mit der letzten Lieferung.,2025-01,January 2025,26,Versand & Lieferung,0.0,neutral
2025-01-27,"On-time delivery, thank you!",2025-01,January 2025,10,Versand & Lieferung,0.4199,positive
2025-01-27,Password reset loop—kept sending me back.,2025-01,January 2025,2,Anmelde-Probleme,0.0,neutral
2025-01-27,Please add workspace templates.,2025-01,January 2025,20,Templates & Workspace,0.3182,positive
2025-01-27,Please add workspace templates.,2025-01,January 2025,20,Templates & Workspace,0.3182,positive
2025-01-28,Loved the product overall 😊,2025-01,January 2025,12,Kundensupport,0.872,positive
2025-01-30,Refund processed quickly—appreciated.,2025-01,January 2025,39,Benutzeroberfläche,0.0,neutral
2025-01-30,Easy to pause instead of cancel—thanks.,2025-01,January 2025,23,Cancel & Flow,0.4404,positive
2025-01-31,Prorated billing is unclear.,2025-01,January 2025,1,Abrechnung & Zahlung,-0.25,negative
2025-01-31,Eine Kalender-Synchronisation wäre hilfreich.,2025-01,January 2025,29,Kundensupport,0.0,neutral
2025-02-01,Reports take 1 minutes to generate.,2025-02,February 2025,19,Take & To Generate,0.0,neutral
2025-02-01,The new custom roles is exactly what we needed.,2025-02,February 2025,21,Roles & Custom,0.0,neutral
2025-02-01,I was charged twice this month.,2025-02,February 2025,22,Twice & Twice Month,-0.2023,negative
2025-02-03,Scrolling is janky on older devices.,2025-02,February 2025,17,Scrolling Janky & Scrolling,0.0,neutral
2025-02-04,SSO works flawlessly.,2025-02,February 2025,5,System-Performance,0.2023,positive
2025-02-04,Package arrived slowly but the box was a bit dented.,2025-02,February 2025,15,System-Performance,0.0,neutral
2025-02-05,Tracking updates were confusing.,2025-02,February 2025,11,Updates & Updates Confusing,-0.2263,negative
2025-02-06,"On-time delivery, thank you!",2025-02,February 2025,10,Versand & Lieferung,0.4199,positive
2025-02-06,Refund processed quickly—appreciated.,2025-02,February 2025,39,Benutzeroberfläche,0.0,neutral
2025-02-07,Confusing first-run experience.,2025-02,February 2025,38,System-Performance,-0.2263,negative
2025-02-10,Funktionswunsch: Export nach Excel.,2025-02,February 2025,27,Datei-Download,0.4588,positive
2025-02-10,Funktionswunsch: Export nach Excel.,2025-02,February 2025,27,Datei-Download,0.4588,positive
2025-02-11,Confusing first-run experience.,2025-02,February 2025,38,System-Performance,-0.2263,negative
2025-02-14,Loved the sample data in the walkthrough.,2025-02,February 2025,31,Benutzeroberfläche,0.5994,positive
2025-02-16,Support promised a callback but never did.,2025-02,February 2025,13,Support Rückruf,0.3818,positive
2025-02-17,Great performance after the last update.,2025-02,February 2025,5,System-Performance,0.6249,positive
2025-02-18,Invoice PDF fails to download.,2025-02,February 2025,4,Datei-Download,-0.4215,negative
2025-02-19,Eine Kalender-Synchronisation wäre hilfreich.,2025-02,February 2025,29,Kundensupport,0.0,neutral
2025-02-20,Search results are irrelevant.,2025-02,February 2025,35,Search Results & Search,0.0,neutral
2025-02-21,Eine Kalender-Synchronisation wäre hilfreich.,2025-02,February 2025,29,Kundensupport,0.0,neutral
2025-02-22,Der Zwei-Faktor-Code ist nicht angekommen.,2025-02,February 2025,26,Versand & Lieferung,0.0,neutral
2025-02-23,Tracking updates were confusing.,2025-02,February 2025,11,Updates & Updates Confusing,-0.2263,negative
2025-02-23,The new workspace templates is exactly what we needed.,2025-02,February 2025,20,Templates & Workspace,0.0,neutral
2025-02-25,Funktionswunsch: Export nach Excel.,2025-02,February 2025,27,Datei-Download,0.4588,positive
2025-02-25,"On-time delivery, thank you!",2025-02,February 2025,10,Versand & Lieferung,0.4199,positive
2025-03-02,Können wir benutzerdefinierte Benachrichtigungen pro Projekt erhalten?,2025-03,March 2025,32,Pro Projekt,0.0,neutral
2025-03-03,The app crashed when I clicked 'Save'.,2025-03,March 2025,0,Abrechnung & Zahlung,0.4939,positive
2025-03-07,Frequent timeouts during login.,2025-03,March 2025,2,Anmelde-Probleme,0.0,neutral
2025-03-10,Great performance after the last update.,2025-03,March 2025,3,Week Stable & Week,0.6249,positive
2025-03-11,Loved the sample data in the walkthrough.,2025-03,March 2025,31,Benutzeroberfläche,0.5994,positive
2025-03-13,Notifications are delayed or missing.,2025-03,March 2025,11,Updates & Updates Confusing,-0.4767,negative
2025-03-14,Vier Minuten im Chat gewartet und dann getrennt.,2025-03,March 2025,33,Kundensupport,0.0,neutral
2025-03-17,Prices feel excellent compared to competitors.,2025-03,March 2025,8,Prices & Prices Feel,0.5719,positive
2025-03-17,The new API access is exactly what we needed.,2025-03,March 2025,24,Api Access,0.0,neutral
2025-03-19,Scrolling is janky on older devices.,2025-03,March 2025,17,Scrolling Janky & Scrolling,0.0,neutral
2025-03-20,Prices feel cheap compared to competitors.,2025-03,March 2025,8,Prices & Prices Feel,0.0,neutral
2025-03-22,Easy to pause instead of cancel—thanks.,2025-03,March 2025,23,Cancel & Flow,0.4404,positive
2025-03-28,Great value for money.,2025-03,March 2025,30,Value & Value For,0.7579,positive
2025-03-28,Waited 9 minutes in chat and got disconnected.,2025-03,March 2025,36,Waited & Waited Minutes,0.0,neutral
2025-03-28,Waited 7 minutes in chat and got disconnected.,2025-03,March 2025,36,Waited & Waited Minutes,0.0,neutral
2025-03-30,Return label link is broken.,2025-03,March 2025,40,Link Broken & Label,-0.4767,negative
2025-03-30,Got store credit instead of refund—why?,2025-03,March 2025,39,Benutzeroberfläche,0.3818,positive
2025-03-31,Frequent timeouts during login.,2025-03,March 2025,2,Anmelde-Probleme,0.0,neutral
2025-03-31,Too many emails during onboarding.,2025-03,March 2025,37,Onboarding,0.0,neutral
2025-04-01,Scrolling is janky on older devices.,2025-04,April 2025,17,Scrolling Janky & Scrolling,0.0,neutral
2025-04-03,SSO works flawlessly.,2025-04,April 2025,5,System-Performance,0.2023,positive
2025-04-04,Die Unterstützung von Face ID ist praktisch.,2025-04,April 2025,7,Unterstützung Face & Praktisch,-0.5994,negative
2025-04-04,Payment form froze on submit.,2025-04,April 2025,0,Abrechnung & Zahlung,0.0,neutral
2025-04-05,Pages load slowly; feels cheap.,2025-04,April 2025,17,Scrolling Janky & Scrolling,0.0,neutral
2025-04-06,Können wir benutzerdefinierte Benachrichtigungen pro Projekt erhalten?,2025-04,April 2025,32,Pro Projekt,0.0,neutral
2025-04-06,Scrolling is janky on older devices.,2025-04,April 2025,17,Scrolling Janky & Scrolling,0.0,neutral
2025-04-08,Der Zwei-Faktor-Code ist nicht angekommen.,2025-04,April 2025,26,Versand & Lieferung,0.0,neutral
2025-04-11,Die Unterstützung von Face ID ist praktisch.,2025-04,April 2025,7,Unterstützung Face & Praktisch,-0.5994,negative
2025-04-13,Pages load slowly; feels expensive.,2025-04,April 2025,18,Benutzeroberfläche,0.0,neutral
2025-04-14,Pages load slowly; feels excellent.,2025-04,April 2025,18,Benutzeroberfläche,0.5719,positive
2025-04-15,Great value for money.,2025-04,April 2025,30,Value & Value For,0.7579,positive
2025-04-16,Love the new dashboard layout.,2025-04,April 2025,9,Benutzeroberfläche,0.6369,positive
2025-04-16,Login form rejects valid credentials.,2025-04,April 2025,2,Anmelde-Probleme,-0.4939,negative
2025-04-17,Refund processed quickly—appreciated.,2025-04,April 2025,39,Benutzeroberfläche,0.0,neutral
2025-04-17,Shipping took 4 days—too expensive!,2025-04,April 2025,14,Versand & Lieferung,0.0,neutral
2025-04-17,Return label link is broken.,2025-04,April 2025,40,Link Broken & Label,-0.4767,negative
2025-04-18,Waited 1 minutes in chat and got disconnected.,2025-04,April 2025,36,Waited & Waited Minutes,0.0,neutral
2025-04-18,Hidden fees during checkout are frustrating.,2025-04,April 2025,1,Abrechnung & Zahlung,-0.4404,negative
2025-04-19,Charts render instantly—nice work.,2025-04,April 2025,9,Benutzeroberfläche,0.0,neutral
2025-04-19,The app crashed when I clicked 'Save'.,2025-04,April 2025,0,Abrechnung & Zahlung,0.4939,positive
2025-04-20,Navigation is confusing; too many steps.,2025-04,April 2025,41,Navigation & Navigation Confusing,-0.2263,negative
2025-04-21,Prices feel fair compared to competitors.,2025-04,April 2025,8,Prices & Prices Feel,0.3182,positive
2025-04-21,Die Unterstützung von Face ID ist praktisch.,2025-04,April 2025,7,Unterstützung Face & Praktisch,-0.5994,negative
2025-04-21,Support promised a callback but never did.,2025-04,April 2025,13,Support Rückruf,0.3818,positive
2025-04-25,Package arrived late but the box was damaged.,2025-04,April 2025,16,Parcel At & Parcel,-0.5927,negative
2025-04-28,Love the new dashboard layout.,2025-04,April 2025,9,Benutzeroberfläche,0.6369,positive
2025-04-29,Return process was smooth and fast.,2025-04,April 2025,38,System-Performance,0.0,neutral
2025-04-29,Great value for money.,2025-04,April 2025,30,Value & Value For,0.7579,positive
2025-05-02,Package arrived slowly but the box was fine.,2025-05,May 2025,15,System-Performance,0.296,positive
2025-05-03,Search results are irrelevant.,2025-05,May 2025,35,Search Results & Search,0.0,neutral
2025-05-04,Agent resolved my issue quickly.,2025-05,May 2025,25,Benutzeroberfläche,0.1779,positive
2025-05-04,Funktionswunsch: Export nach Excel.,2025-05,May 2025,27,Datei-Download,0.4588,positive
2025-05-06,Password reset loop—kept sending me back.,2025-05,May 2025,2,Anmelde-Probleme,0.0,neutral
2025-05-06,Die Unterstützung von Face ID ist praktisch.,2025-05,May 2025,7,Unterstützung Face & Praktisch,-0.5994,negative
2025-05-07,Notifications are delayed or missing.,2025-05,May 2025,11,Updates & Updates Confusing,-0.4767,negative
2025-05-07,Courier left the parcel at the wrong address.,2025-05,May 2025,16,Parcel At & Parcel,-0.4767,negative
2025-05-11,Können wir benutzerdefinierte Benachrichtigungen pro Projekt erhalten?,2025-05,May 2025,32,Pro Projekt,0.0,neutral
2025-05-11,Charts render instantly—nice work.,2025-05,May 2025,9,Benutzeroberfläche,0.0,neutral
2025-05-11,Funktionswunsch: Export nach Excel.,2025-05,May 2025,27,Datei-Download,0.4588,positive
2025-05-13,Can't find how to cancel the subscription.,2025-05,May 2025,23,Cancel & Flow,-0.25,negative
2025-05-13,Navigation is confusing; too many steps.,2025-05,May 2025,41,Navigation & Navigation Confusing,-0.2263,negative
2025-05-15,Love the new dashboard layout.,2025-05,May 2025,9,Benutzeroberfläche,0.6369,positive
2025-05-17,Reports take 10 minutes to generate.,2025-05,May 2025,19,Take & To Generate,0.0,neutral
2025-05-17,Courier left the parcel at the wrong address.,2025-05,May 2025,16,Parcel At & Parcel,-0.4767,negative
2025-05-18,Waited 9 minutes in chat and got disconnected.,2025-05,May 2025,36,Waited & Waited Minutes,0.0,neutral
2025-05-19,Der Zwei-Faktor-Code ist nicht angekommen.,2025-05,May 2025,26,Versand & Lieferung,0.0,neutral
2025-05-20,Great value for money.,2025-05,May 2025,30,Value & Value For,0.7579,positive
2025-05-20,Die Unterstützung von Face ID ist praktisch.,2025-05,May 2025,7,Unterstützung Face & Praktisch,-0.5994,negative
2025-05-20,Search results are irrelevant.,2025-05,May 2025,35,Search Results & Search,0.0,neutral
2025-05-23,Support promised a callback but never did.,2025-05,May 2025,13,Support Rückruf,0.3818,positive
2025-05-24,Please clarify the pricing tiers.,2025-05,May 2025,8,Prices & Prices Feel,0.3182,positive
2025-05-24,I cancelled because of pricing concerns.,2025-05,May 2025,22,Twice & Twice Month,-0.25,negative
2025-05-25,Funktionswunsch: Export nach Excel.,2025-05,May 2025,27,Datei-Download,0.4588,positive
2025-05-25,Courier left the parcel at the wrong address.,2025-05,May 2025,16,Parcel At & Parcel,-0.4767,negative
2025-05-25,Tutorial is great and concise.,2025-05,May 2025,31,Benutzeroberfläche,0.6249,positive
2025-05-26,Checklist helped me get started quickly.,2025-05,May 2025,31,Benutzeroberfläche,0.0,neutral
2025-05-26,Die Unterstützung von Face ID ist praktisch.,2025-05,May 2025,7,Unterstützung Face & Praktisch,-0.5994,negative
2025-05-27,Pages load on time; feels excellent.,2025-05,May 2025,18,Benutzeroberfläche,0.5719,positive
2025-05-30,Können wir benutzerdefinierte Benachrichtigungen pro Projekt erhalten?,2025-05,May 2025,32,Pro Projekt,0.0,neutral
2025-05-30,Great performance after the last update.,2025-05,May 2025,6,Mode & Mode Looks,0.6249,positive
2025-05-31,Scrolling is janky on older devices.,2025-05,May 2025,17,Scrolling Janky & Scrolling,0.0,neutral
2025-06-01,Die Unterstützung von Face ID ist praktisch.,2025-06,June 2025,7,Unterstützung Face & Praktisch,-0.5994,negative
2025-06-02,Too many steps to return an item.,2025-06,June 2025,41,Navigation & Navigation Confusing,0.0,neutral
2025-06-04,Prices feel poor compared to competitors.,2025-06,June 2025,8,Prices & Prices Feel,-0.4767,negative
2025-06-05,"On-time delivery, thank you!",2025-06,June 2025,10,Versand & Lieferung,0.4199,positive
2025-06-08,Love the new dashboard layout.,2025-06,June 2025,9,Benutzeroberfläche,0.6369,positive
2025-06-08,Eine Kalender-Synchronisation wäre hilfreich.,2025-06,June 2025,29,Kundensupport,0.0,neutral
2025-06-08,Easy to pause instead of cancel—thanks.,2025-06,June 2025,23,Cancel & Flow,0.4404,positive
2025-06-21,Great value for money.,2025-06,June 2025,30,Value & Value For,0.7579,positive
2025-06-24,Please add API access.,2025-06,June 2025,24,Api Access,0.3182,positive
2025-06-28,Checklist helped me get started quickly.,2025-06,June 2025,31,Benutzeroberfläche,0.0,neutral
2025-06-30,VAT number validation keeps failing.,2025-06,June 2025,2,Anmelde-Probleme,-0.4588,negative
2025-06-30,Dark mode looks fantastic.,2025-06,June 2025,6,Mode & Mode Looks,0.5574,positive
2025-07-01,Können wir benutzerdefinierte Benachrichtigungen pro Projekt erhalten?,2025-07,July 2025,32,Pro Projekt,0.0,neutral
2025-07-04,Cancellation flow is great and fair.,2025-07,July 2025,23,Cancel & Flow,0.7506,positive
2025-07-04,Eine Kalender-Synchronisation wäre hilfreich.,2025-07,July 2025,29,Kundensupport,0.0,neutral
2025-07-07,Got store credit instead of refund—why?,2025-07,July 2025,39,Benutzeroberfläche,0.3818,positive
2025-07-09,Great performance after the last update.,2025-07,July 2025,6,Mode & Mode Looks,0.6249,positive
2025-07-09,Can't find how to cancel the subscription.,2025-07,July 2025,23,Cancel & Flow,-0.25,negative
2025-07-09,"On-time delivery, thank you!",2025-07,July 2025,10,Versand & Lieferung,0.4199,positive
2025-07-10,The app crashed when I clicked 'Save'.,2025-07,July 2025,0,Abrechnung & Zahlung,0.4939,positive
2025-07-13,Pages load quickly; feels excellent.,2025-07,July 2025,18,Benutzeroberfläche,0.5719,positive
2025-07-14,The app crashed when I clicked 'Save'.,2025-07,July 2025,0,Abrechnung & Zahlung,0.4939,positive
2025-07-15,Frequent timeouts during login.,2025-07,July 2025,2,Anmelde-Probleme,0.0,neutral
2025-07-16,Can't find how to cancel the subscription.,2025-07,July 2025,23,Cancel & Flow,-0.25,negative
2025-07-16,Dark mode looks fantastic.,2025-07,July 2025,6,Mode & Mode Looks,0.5574,positive
2025-07-17,Können Sie bitte Unterstützung auf Spanisch hinzufügen?,2025-07,July 2025,26,Versand & Lieferung,0.0,neutral
2025-07-17,Confusing first-run experience.,2025-07,July 2025,38,System-Performance,-0.2263,negative
2025-07-17,Die App-Oberfläche ist auf dem Handy schlecht.,2025-07,July 2025,33,Kundensupport,-0.5994,negative
2025-07-18,Payment form froze on submit.,2025-07,July 2025,0,Abrechnung & Zahlung,0.0,neutral
2025-07-18,"On-time delivery, thank you!",2025-07,July 2025,10,Versand & Lieferung,0.4199,positive
2025-07-19,The new CSV export is exactly what we needed.,2025-07,July 2025,27,Datei-Download,0.0,neutral
2025-07-19,I was charged twice this month.,2025-07,July 2025,22,Twice & Twice Month,-0.2023,negative
2025-07-19,Love the new dashboard layout.,2025-07,July 2025,9,Benutzeroberfläche,0.6369,positive
2025-07-20,Easy to pause instead of cancel—thanks.,2025-07,July 2025,23,Cancel & Flow,0.4404,positive
2025-07-22,Reports take 4 minutes to generate.,2025-07,July 2025,19,Take & To Generate,0.0,neutral
2025-07-23,Please add CSV export.,2025-07,July 2025,28,Datei-Download,0.3182,positive
2025-07-23,Frequent timeouts during login.,2025-07,July 2025,2,Anmelde-Probleme,0.0,neutral
2025-07-25,Love the new dashboard layout.,2025-07,July 2025,9,Benutzeroberfläche,0.6369,positive
2025-07-25,VAT number validation keeps failing.,2025-07,July 2025,2,Anmelde-Probleme,-0.4588,negative
2025-07-27,Confusing first-run experience.,2025-07,July 2025,38,System-Performance,-0.2263,negative
2025-07-27,Please add custom roles.,2025-07,July 2025,21,Roles & Custom,0.3182,positive
2025-07-28,"On-time delivery, thank you!",2025-07,July 2025,10,Versand & Lieferung,0.4199,positive
2025-07-28,Can't find how to cancel the subscription.,2025-07,July 2025,23,Cancel & Flow,-0.25,negative
2025-07-30,Navigation is confusing; too many steps.,2025-07,July 2025,41,Navigation & Navigation Confusing,-0.2263,negative
2025-07-31,Scrolling is janky on older devices.,2025-07,July 2025,17,Scrolling Janky & Scrolling,0.0,neutral
2025-08-02,Können wir benutzerdefinierte Benachrichtigungen pro Projekt erhalten?,2025-08,August 2025,32,Pro Projekt,0.0,neutral
2025-08-03,Discount code didn't work at checkout.,2025-08,August 2025,1,Abrechnung & Zahlung,0.0,neutral
2025-08-09,Loved the sample data in the walkthrough.,2025-08,August 2025,31,Benutzeroberfläche,0.5994,positive
2025-08-10,Eine Kalender-Synchronisation wäre hilfreich.,2025-08,August 2025,29,Kundensupport,0.0,neutral
2025-08-15,Refund processed quickly—appreciated.,2025-08,August 2025,39,Benutzeroberfläche,0.0,neutral
2025-08-18,Great performance after the last update.,2025-08,August 2025,6,Mode & Mode Looks,0.6249,positive
2025-08-23,Notifications are delayed or missing.,2025-08,August 2025,11,Updates & Updates Confusing,-0.4767,negative
2025-08-23,Search results are irrelevant.,2025-08,August 2025,35,Search Results & Search,0.0,neutral
2025-08-24,Eine Kalender-Synchronisation wäre hilfreich.,2025-08,August 2025,29,Kundensupport,0.0,neutral
2025-08-26,Cancellation flow is poor and fair.,2025-08,August 2025,23,Cancel & Flow,-0.2023,negative
2025-08-27,Eine Kalender-Synchronisation wäre hilfreich.,2025-08,August 2025,29,Kundensupport,0.0,neutral
2025-08-29,Agent resolved my issue quickly.,2025-08,August 2025,25,Benutzeroberfläche,0.1779,positive
2025-08-29,Dark mode looks fantastic.,2025-08,August 2025,6,Mode & Mode Looks,0.5574,positive
2025-08-30,Charts render instantly—nice work.,2025-08,August 2025,9,Benutzeroberfläche,0.0,neutral
2025-08-30,Package arrived on time but the box was fine.,2025-08,August 2025,15,System-Performance,0.296,positive
2025-08-31,Courier left the parcel at the wrong address.,2025-08,August 2025,16,Parcel At & Parcel,-0.4767,negative
2025-08-31,Package arrived on time but the box was soaked.,2025-08,August 2025,15,System-Performance,0.0,neutral
